family_old;species;family_1;family_2;mixotrophic;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
chlorophycées;Chlamydomonas ;Chlorophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.838407157734889;0;6.28805368301167;0;0;0;0;0;0;0;0
chlorophycées;Crucigeniella ;Trebouxiophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.7681431546978;0
chlorophycées;Dictyosphaerium ;Trebouxiophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;0;0;0;16.7681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;Dictyosphaerium subsolitarium;Trebouxiophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.5362863093955;0;0;16.7681431546978;0;50.3044294640933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;Kirchneriella ;Chlorophyceae;Chlorophyta;no;0;0;1.67681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.19203578867444;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;cf. Neochloris;Chlorophyceae;Chlorophyta;no;67.0725726187911;67.0725726187911;11.7377002082884;29.3442505207211;36.8899149403351;46.1123936754189;25.1522147320467;8.38407157734889;205.409753645048;18.864161049035;37.72832209807;410.819507290096;8.38407157734889;12.5761073660233;12.5761073660233;8.38407157734889;4.19203578867444;356.323042037328;159.297359969629;15.1231670857243;35.2873898666899;12.5761073660233;15.091328839228;12.5761073660233;96.4168231395122;16.7681431546978;83.8407157734889;18.864161049035;46.1123936754189;29.3442505207211;33.5362863093955;16.7681431546978;10.4800894716861;108.992930505536;347.938970459979;12.5761073660233
chlorophycées;Oocystis ;Trebouxiophyceae;Chlorophyta;no;121.569037871559;18.4449574701676;11.7377002082884;29.3442505207211;16.7681431546978;12.5761073660233;29.3442505207211;10.0608858928187;8.38407157734889;18.864161049035;8.38407157734889;75.45664419614;5.03044294640933;41.9203578867444;4.19203578867444;3.35362863093956;8.38407157734889;16.7681431546978;30.182657678456;4.19203578867444;25.1522147320467;8.38407157734889;3.35362863093956;8.38407157734889;14.6721252603606;5.03044294640933;20.9601789433722;27.2482326263839;2.09601789433722;4.19203578867444;75.45664419614;5.03044294640933;2.09601789433722;16.7681431546978;29.3442505207211;4.19203578867444
chlorophycées;Oocystis cf. marssonii;Trebouxiophyceae;Chlorophyta;no;0;0;0;0;5.03044294640933;0;4.19203578867444;8.38407157734889;0;4.19203578867444;4.19203578867444;4.19203578867444;3.35362863093956;8.38407157734889;2.09601789433722;0;4.19203578867444;0;8.38407157734889;0;12.5761073660233;0;5.03044294640933;0;6.28805368301167;4.19203578867444;0;0;6.28805368301167;4.19203578867444;4.19203578867444;1.67681431546978;0;0;16.7681431546978;4.19203578867444
chlorophycées;Oocystis cf. parva;Trebouxiophyceae;Chlorophyta;no;415.01154307877;33.5362863093955;20.1217717856373;129.953109448908;35.2131006248653;79.6486799848144;83.8407157734889;16.7681431546978;25.1522147320467;148.817270497943;33.5362863093955;448.547829388165;10.0608858928187;171.873467335652;25.1522147320467;23.4754004165769;25.1522147320467;377.2832209807;539.934209581268;27.2482326263839;289.250469418537;58.6885010414422;20.1217717856373;29.3442505207211;77.5526620904772;16.7681431546978;213.793825222397;100.608858928187;27.2482326263839;29.3442505207211;205.409753645048;13.4145145237582;18.864161049035;41.9203578867444;104.800894716861;67.0725726187911
chlorophycées;Pediastrum boryanum;Chlorophyceae;Chlorophyta;no;0;0;0;67.0725726187911;0;0;0;26.8290290475164;33.5362863093955;0;0;100.608858928187;0;0;0;13.4145145237582;0;0;147.55965976134;0;0;33.5362863093955;6.70725726187911;0;33.5362863093955;0;33.5362863093955;0;0;33.5362863093955;33.5362863093955;13.4145145237582;0;0;0;0
chlorophycées;Pediastrum tetras;Chlorophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;33.5362863093955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;Scenedesmus (2 cells);Chlorophyceae;Chlorophyta;yes;16.7681431546978;10.0608858928187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.38407157734889;0
chlorophycées;Scenedesmus ecornis var. concavus;Chlorophyceae;Chlorophyta;yes;750.374406172725;1024.53354675203;271.643919106104;662.341654610562;2749.97547737043;318.594719939258;1538.47713444352;568.440052944255;918.055837719703;1003.99257138753;1538.47713444352;1425.29216814931;226.36993258842;6589.88025979623;226.36993258842;368.899149403351;624.613332512492;871.943444044284;1301.20790880455;1058.4890366403;402.435435712747;192.833646279024;2196.62675326541;448.547829388165;463.219954648526;1108.37426252552;2322.38782692564;628.805368301167;823.735032474528;255.714183109141;1869.6479617488;1686.8752013626;238.946039954443;339.55489888263;821.639014580191;276.674362052513
chlorophycées;Scenedesmus gr. Abundantes/ Spinosi;Chlorophyceae;Chlorophyta;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.38407157734889;16.7681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;Scenedesmus gr. Acutodesmus;Chlorophyceae;Chlorophyta;yes;0;0;6.70725726187911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chlorophycées;Tetraedron minimum;Chlorophyceae;Chlorophyta;no;16.7681431546978;6.70725726187911;6.70725726187911;8.38407157734889;3.35362863093956;6.28805368301167;79.6486799848144;11.9473019977222;34.8462974933563;4.9780424990509;33.5362863093956;33.5362863093956;1.67681431546978;75.45664419614;8.38407157734889;3.35362863093956;4.19203578867444;4.19203578867444;3.35362863093956;14.6721252603606;4.19203578867444;34.8462974933563;31.8594719939258;89.6047649829162;23.0561968377094;25.1522147320467;46.1123936754189;6.28805368301167;64.9765547244539;12.5761073660233;4.19203578867444;33.5362863093956;4.19203578867444;4.19203578867444;100.608858928187;20.9601789433722
chlorophycées;"Tetraedron minimum ""Kivu form""";Chlorophyceae;Chlorophyta;no;146.721252603606;16.7681431546978;21.7985861011071;33.5362863093955;23.4754004165769;14.6721252603606;16.7681431546978;13.4145145237582;12.5761073660233;10.4800894716861;33.5362863093955;142.529216814931;5.03044294640933;62.8805368301167;44.0163757810817;21.7985861011071;29.3442505207211;41.9203578867444;43.5971722022142;8.38407157734889;41.9203578867444;58.6885010414422;18.4449574701676;41.9203578867444;58.6885010414422;4.19203578867444;88.0327515621633;23.0561968377094;6.28805368301167;16.7681431546978;46.1123936754189;10.0608858928187;29.3442505207211;25.1522147320467;88.0327515621633;88.0327515621633
chlorophycées;Tetraedron triangulare;Chlorophyceae;Chlorophyta;no;0;0;0;0;0;0;0;0;0;0;0;0;1.67681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zygophycées;Cosmarium inconspicuum;Zygnematophyceae;Streptophyta;no;0;0;5.03044294640933;8.38407157734889;1.67681431546978;0;12.5761073660233;1.67681431546978;0;0;0;0;5.03044294640933;8.38407157734889;0;0;0;0;0;8.38407157734889;0;0;1.67681431546978;4.19203578867444;2.09601789433722;0.838407157734889;4.19203578867444;31.4402684150583;0;0;4.19203578867444;1.67681431546978;0;0;0;0
zygophycées;Cosmarium laeve;Zygnematophyceae;Streptophyta;no;2196.62675326541;373.92959234976;643.896697140395;1437.86827551533;499.690666009994;1024.9527503309;1689.3904228358;784.749099639856;1395.94791762859;1221.9784323986;1433.67623972666;1961.87274909964;570.116867259724;360.515077826002;1121.36957347041;638.866254193985;1693.58245862448;1873.83999753748;818.285385949251;549.156688316352;1580.39749233027;1219.88241450426;107.316116190066;2783.51176367983;1138.13771662511;79.6486799848144;1756.46299545459;884.519551410308;1167.48196714583;1572.01342075292;2464.91704374057;712.646084074656;983.032392444157;1718.73467335652;1643.27802916038;1865.45592596013
chrysophycées;Mallomonas ;Synurophyceae;Stramenopiles;no;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5761073660233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chrysophycées;Ochromonas ;Chrysophyceae;Stramenopiles;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0
chrysophycées;Synura ;Synurophyceae;Stramenopiles;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.03044294640933;0;0;0;0;0;0;0;0;0;0
chrysophycées;Undetermined Chrysophycae;Chrysophyceae;Stramenopiles;unknown;54.4964652527678;13.4145145237582;5.03044294640933;12.5761073660233;13.4145145237582;20.9601789433722;12.5761073660233;5.03044294640933;4.19203578867444;6.28805368301167;4.19203578867444;0;3.35362863093956;8.38407157734889;2.09601789433722;1.67681431546978;4.19203578867444;0;0;4.19203578867444;4.19203578867444;12.5761073660233;1.67681431546978;4.19203578867444;2.09601789433722;0;8.38407157734889;0;0;0;0;0;0;8.38407157734889;0;8.38407157734889
chrysophycées;Chrysophycae kyst;Chrysophyceae;Stramenopiles;unknown;0;0;0;0;0;0;0;0;0;0;16.7681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xanthophycées;Trachydiscus sexangulatus;Eustigmatophyceae;Stramenopiles;No;0;0;1.67681431546978;12.5761073660233;0;2.09601789433722;16.7681431546978;10.0608858928187;33.5362863093955;25.1522147320467;4.19203578867444;8.38407157734889;0;29.3442505207211;33.5362863093955;8.38407157734889;8.38407157734889;20.9601789433722;1.67681431546978;2.09601789433722;8.38407157734889;58.6885010414422;6.70725726187911;8.38407157734889;18.864161049035;0.838407157734889;12.5761073660233;4.19203578867444;10.4800894716861;12.5761073660233;58.6885010414422;10.0608858928187;2.09601789433722;12.5761073660233;37.72832209807;0
diatomophycées;Achnanthidium;Bacillariophyta;Stramenopiles;no;29.3442505207211;30.182657678456;35.2131006248653;46.1123936754189;23.4754004165769;12.5761073660233;58.6885010414422;28.5058433629862;4.19203578867444;2.09601789433722;4.19203578867444;0;20.1217717856373;62.8805368301167;0;62.0421296723818;117.377002082884;0;0;12.5761073660233;0;62.8805368301167;82.1639014580191;4.19203578867444;35.6323042037328;32.6978791516607;4.19203578867444;64.9765547244539;8.38407157734889;8.38407157734889;20.9601789433722;3.35362863093956;35.6323042037328;4.19203578867444;0;8.38407157734889
diatomophycées;Fragilaria ;Bacillariophyta;Stramenopiles;no;0;0;0;0;0;0;4.19203578867444;0;0;0;0;0;0;4.19203578867444;0;0;0;0;0;0;0;0;0;0;0;0.838407157734889;0;0;0;0;0;0;0;0;0;0
cryptophycées;Cryptomonas ;Cryptomonadales;Cryptophyta;yes;0;0;0;0;0;0;0;1.67681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.838407157734889;0;0;0;0;4.19203578867444;0;0;0;0;0
cryptophycées;Plagioselmis nannoplanctica;Cryptomonadales;Cryptophyta;yes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.70725726187911;0;0;0;0;0;0;0;0;0;0
dinophycées;Gymnodinium ;Dinophyceae;Alveolata;yes;0;0;0;0;0;0;0;0;0;0;12.5761073660233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dinophycées;Peridiniopsis cf. penadiforme;Dinophyceae;Alveolata;yes;16.7681431546978;35.2131006248653;8.38407157734889;33.5362863093955;23.4754004165769;2.09601789433722;4.19203578867444;10.0608858928187;4.19203578867444;2.09601789433722;289.250469418537;8.38407157734889;83.8407157734889;20.9601789433722;8.38407157734889;164.327802916038;159.297359969629;4.19203578867444;1.67681431546978;104.800894716861;12.5761073660233;695.877940919958;43.5971722022142;25.1522147320467;2.09601789433722;21.7985861011071;8.38407157734889;488.372169380573;215.889843116734;4.19203578867444;1597.16563548496;26.8290290475164;249.426129426129;20.9601789433722;16.7681431546978;461.123936754189
dinophycées;Peridinien;Dinophyceae;Alveolata;yes;0;0;1.67681431546978;0;10.0608858928187;0;0;1.67681431546978;0;0;4.19203578867444;0;0;16.7681431546978;0;0;8.38407157734889;0;0;4.19203578867444;0;0;6.70725726187911;0;0;3.35362863093956;0;0;6.28805368301167;0;0;0;0;0;0;0
cyanobacteries;Aphanocapsa ;Cyanobacteria;Terrabacteria;No;0;0;0;0;0;41.9203578867444;251.522147320467;234.754004165769;0;167.681431546978;0;0;0;0;0;0;0;125.761073660233;0;0;83.8407157734889;0;33.5362863093955;251.522147320467;125.761073660233;33.5362863093955;83.8407157734889;125.761073660233;83.8407157734889;335.362863093956;0;0;41.9203578867444;0;0;83.8407157734889
cyanobacteries;Aphanothece ;Cyanobacteria;Terrabacteria;No;628.805368301167;100.608858928187;50.3044294640933;83.8407157734889;33.5362863093955;83.8407157734889;1089.92930505536;67.0725726187911;544.964652527678;356.323042037328;0;0;0;0;0;0;0;167.681431546978;0;0;0;83.8407157734889;0;796.486799848144;83.8407157734889;25.1522147320467;0;356.323042037328;0;0;125.761073660233;0;0;251.522147320467;83.8407157734889;0
cyanobacteries;Chroococcus ;Cyanobacteria;Terrabacteria;No;0;0;3.35362863093956;8.38407157734889;0;4.19203578867444;16.7681431546978;3.35362863093956;0;0;0;0;6.70725726187911;0;0;0;0;0;6.70725726187911;8.38407157734889;0;0;13.4145145237582;0;0;0;0;8.38407157734889;0;0;8.38407157734889;0;8.38407157734889;0;8.38407157734889;0
cyanobacteries;Cyanogranis ferruginea;Cyanobacteria;Terrabacteria;No;0;0;0;0;0;0;419.203578867444;0;0;41.9203578867444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125.761073660233;0;0
cyanobacteries;Cyanogranis libera;Cyanobacteria;Terrabacteria;No;0;100.608858928187;33.5362863093955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cyanobacteries;Merismopedia tenuissima;Cyanobacteria;Terrabacteria;No;0;26.8290290475164;13.4145145237582;0;13.4145145237582;16.7681431546978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cyanobacteries;Pseudanabaena;Cyanobacteria;Terrabacteria;No;2892.50469418537;285.058433629862;486.276151486236;125.761073660233;67.0725726187911;83.8407157734889;104.800894716861;0;0;0;83.8407157734889;125.761073660233;33.5362863093955;62.8805368301167;62.8805368301167;50.3044294640933;712.646084074655;83.8407157734889;127.437887975703;104.800894716861;0;314.402684150583;0;125.761073660233;0;16.7681431546978;0;144.625234709268;0;83.8407157734889;314.402684150583;33.5362863093955;62.8805368301167;0;0;1907.37628384687
indeterminés;undetermined flagellate;none;none;unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.38407157734889;0;0;0;0;0;0;0
